# r_minor                R                      currdens               B_tor                  B_theta                Psi_N                  
# time step #000000
  3.756719306124914E-01  1.000650510771355E+01  7.514059223801942E+04  1.000057974822300E+00  1.991154541931846E-02  1.953973739901532E-01
  3.766814817233908E-01  1.000644562759461E+01  7.504825544898938E+04  1.000067736103130E+00  1.995373922127960E-02  1.963943666152992E-01
  3.776888379143714E-01  1.000638604035516E+01  7.495592165889985E+04  1.000077510153569E+00  1.999575578756913E-02  1.973913156759275E-01
  3.786940617388257E-01  1.000632636147897E+01  7.486359474063542E+04  1.000087295057715E+00  2.003759453496698E-02  1.983881786223343E-01
  3.796972520571094E-01  1.000626660971341E+01  7.477126474761832E+04  1.000097089726207E+00  2.007926109330018E-02  1.993850618663368E-01
  3.806984198343462E-01  1.000620689004567E+01  7.467892787424327E+04  1.000106884047512E+00  2.012075789315320E-02  2.003820020328066E-01
  3.816975397856254E-01  1.000614718671107E+01  7.458658765091958E+04  1.000116679376495E+00  2.016208457495212E-02  2.013789617871531E-01
  3.826946273979965E-01  1.000608738930020E+01  7.449424383583854E+04  1.000126486578093E+00  2.020324285542632E-02  2.023759483048158E-01
  3.836896343520531E-01  1.000602753268286E+01  7.440190209912116E+04  1.000136301788977E+00  2.024423091846408E-02  2.033728989502551E-01
  3.846825722067020E-01  1.000596759325986E+01  7.430956537988526E+04  1.000146127305812E+00  2.028504808023682E-02  2.043697830455119E-01
  3.856735592785565E-01  1.000590755237324E+01  7.421723221100659E+04  1.000155964932672E+00  2.032569619018239E-02  2.053666170547889E-01
  3.866627015864738E-01  1.000584754075824E+01  7.412488491930012E+04  1.000165802887539E+00  2.036618354190107E-02  2.063635861451131E-01
  3.876498042168948E-01  1.000578749140187E+01  7.403254273402395E+04  1.000175646745930E+00  2.040650310558331E-02  2.073604858985847E-01
  3.886350340230716E-01  1.000572739110891E+01  7.394019115864500E+04  1.000185498430111E+00  2.044666230641306E-02  2.083574729486658E-01
  3.896182861551284E-01  1.000566729124987E+01  7.384784112768459E+04  1.000195353394326E+00  2.048665730923437E-02  2.093544278550173E-01
  3.905997150606296E-01  1.000560730472498E+01  7.375547917063489E+04  1.000205198038205E+00  2.052649436626597E-02  2.103514900884887E-01
  3.915791948465784E-01  1.000554677296246E+01  7.366312974763065E+04  1.000215099555580E+00  2.056616686192717E-02  2.113484231303181E-01
  3.925566120332312E-01  1.000548644772993E+01  7.357079726227165E+04  1.000224982205479E+00  2.060567071797244E-02  2.123451497218934E-01
  3.935324288961824E-01  1.000542620159642E+01  7.347843728462671E+04  1.000234860402063E+00  2.064502563128682E-02  2.133421533696625E-01
  3.945063097260189E-01  1.000536573911372E+01  7.338608237111928E+04  1.000244763822271E+00  2.068421999807612E-02  2.143390955576944E-01
  3.954783183292437E-01  1.000530526498931E+01  7.329372749673249E+04  1.000254668766047E+00  2.072325598491913E-02  2.153360210610345E-01
  3.964485226465798E-01  1.000524478027623E+01  7.320136724249659E+04  1.000264578172217E+00  2.076213697261863E-02  2.163329892633550E-01
  3.974168932233906E-01  1.000518419156116E+01  7.310901252321107E+04  1.000274500014804E+00  2.080085972781006E-02  2.173298858144205E-01
  3.983834914133402E-01  1.000512351945708E+01  7.301665964181420E+04  1.000284432311713E+00  2.083942670399895E-02  2.183267496409629E-01
  3.993483311544422E-01  1.000506285858382E+01  7.292430220567413E+04  1.000294366279658E+00  2.087784115822294E-02  2.193236462263125E-01
  4.003114623817189E-01  1.000500220007458E+01  7.283193630852048E+04  1.000304302913127E+00  2.091610567065895E-02  2.203206179773548E-01
  4.012728453064424E-01  1.000494149994441E+01  7.273956661467307E+04  1.000314246404975E+00  2.095421937343498E-02  2.213176162853936E-01
  4.022324316696547E-01  1.000488072361690E+01  7.264719860484813E+04  1.000324199660186E+00  2.099218034824289E-02  2.223145832567979E-01
  4.031902301439302E-01  1.000481984438997E+01  7.255483589838230E+04  1.000334165186961E+00  2.102998794433219E-02  2.233114808302927E-01
  4.041463274964857E-01  1.000475883926847E+01  7.246247928277237E+04  1.000344145220774E+00  2.106764288280981E-02  2.243083012666305E-01
  4.051008333531534E-01  1.000469786920596E+01  7.237010974951355E+04  1.000354124919427E+00  2.110515315173812E-02  2.253052436515299E-01
  4.060536446465079E-01  1.000463691643751E+01  7.227773800866309E+04  1.000364105716883E+00  2.114251537881623E-02  2.263021933941706E-01
  4.070048192044716E-01  1.000457591409395E+01  7.218535918451505E+04  1.000374094175649E+00  2.117973264957991E-02  2.272992052423261E-01
  4.079542424783749E-01  1.000451487326941E+01  7.209298518248186E+04  1.000384088655597E+00  2.121680103940559E-02  2.282961505663970E-01
  4.089020057501538E-01  1.000445372695532E+01  7.200060852305562E+04  1.000394095989869E+00  2.125372466824382E-02  2.292931121115132E-01
  4.098480964279977E-01  1.000439234827350E+01  7.190824517535744E+04  1.000404128016041E+00  2.129049857043846E-02  2.302899221190270E-01
  4.107926172196045E-01  1.000433107671961E+01  7.181587409615051E+04  1.000414152488450E+00  2.132713035348713E-02  2.312867958198019E-01
  4.117356171836851E-01  1.000426981271081E+01  7.172349103096845E+04  1.000424179342376E+00  2.136362219152730E-02  2.322837824971519E-01
  4.126770503533547E-01  1.000420853103977E+01  7.163110114380647E+04  1.000434210804141E+00  2.139997294271289E-02  2.332808273706406E-01
  4.136168157510870E-01  1.000414715390386E+01  7.153871496781251E+04  1.000444254076938E+00  2.143617961526047E-02  2.342778195171994E-01
  4.145549192548086E-01  1.000408567894972E+01  7.144633262297227E+04  1.000454309048684E+00  2.147224300868728E-02  2.352747575438011E-01
  4.154913940880401E-01  1.000402406447570E+01  7.135396530551117E+04  1.000464379462609E+00  2.150815980721267E-02  2.362715221780765E-01
  4.164264623005006E-01  1.000396246593892E+01  7.126158256551863E+04  1.000474451709171E+00  2.154394203133955E-02  2.372684364333841E-01
  4.173600422880455E-01  1.000390088615409E+01  7.116919134005270E+04  1.000484525142629E+00  2.157958775926056E-02  2.382654256031797E-01
  4.182920878865118E-01  1.000383928924926E+01  7.107679681514855E+04  1.000494603056951E+00  2.161509591312014E-02  2.392624349547301E-01
  4.192225791056222E-01  1.000377764308455E+01  7.098440153510039E+04  1.000504688574635E+00  2.165046643177169E-02  2.402594380956825E-01
  4.201514957962799E-01  1.000371594187557E+01  7.089200812512274E+04  1.000514780844528E+00  2.168569847454076E-02  2.412564065207948E-01
  4.210790067267285E-01  1.000365390713871E+01  7.079961246908658E+04  1.000524909388723E+00  2.172079500705928E-02  2.422533935385155E-01
  4.220046771892892E-01  1.000359207277532E+01  7.070725255555351E+04  1.000535018994699E+00  2.175574057189719E-02  2.432499735709276E-01
  4.229292397234389E-01  1.000353005403821E+01  7.061485260559186E+04  1.000545151811230E+00  2.179056584389967E-02  2.442469745405571E-01
  4.238523613608891E-01  1.000346814675795E+01  7.052244654223985E+04  1.000555275446353E+00  2.182525765238889E-02  2.452440217662018E-01
  4.247739267314407E-01  1.000340617934542E+01  7.043004623182720E+04  1.000565407877624E+00  2.185981300484531E-02  2.462409930493228E-01
  4.256940084711324E-01  1.000334409949759E+01  7.033764487316589E+04  1.000575553815602E+00  2.189423534755621E-02  2.472379629029888E-01
  4.266126034250923E-01  1.000328186552932E+01  7.024525499169131E+04  1.000585716763221E+00  2.192852095417667E-02  2.482347975332775E-01
  4.275298347290079E-01  1.000321962096818E+01  7.015286026540019E+04  1.000595883674109E+00  2.196267609473966E-02  2.492316686118882E-01
  4.284457485385120E-01  1.000315741432498E+01  7.006045245305657E+04  1.000606050160826E+00  2.199670431618853E-02  2.502286636171500E-01
  4.293602141400589E-01  1.000309518833695E+01  6.996804510353290E+04  1.000616221201296E+00  2.203060088281675E-02  2.512256382787776E-01
  4.302733155781728E-01  1.000303289968340E+01  6.987563015335870E+04  1.000626401317759E+00  2.206436918073519E-02  2.522226806194606E-01
  4.311848692068863E-01  1.000297050054584E+01  6.978322655890076E+04  1.000636594301613E+00  2.209800321379561E-02  2.532195877304002E-01
  4.320950514536998E-01  1.000290794989589E+01  6.969082884958154E+04  1.000646804163370E+00  2.213150583595358E-02  2.542164194900911E-01
  4.330039307283371E-01  1.000284537502732E+01  6.959842607413093E+04  1.000657019418207E+00  2.216488127027847E-02  2.552132904589123E-01
  4.339114963681820E-01  1.000278285840065E+01  6.950601557404954E+04  1.000667232069718E+00  2.219813085665348E-02  2.562102271286847E-01
  4.348178080874116E-01  1.000272032197299E+01  6.941359152847205E+04  1.000677449983185E+00  2.223125759198376E-02  2.572072943002347E-01
  4.357226824777037E-01  1.000265771781349E+01  6.932117291966717E+04  1.000687676898417E+00  2.226425554484858E-02  2.582042887292066E-01
  4.366261237714145E-01  1.000259500641071E+01  6.922875967061585E+04  1.000697916592736E+00  2.229712557377646E-02  2.592012121974336E-01
  4.375282441017126E-01  1.000253209778677E+01  6.913635368689093E+04  1.000708177700584E+00  2.232986800988847E-02  2.601980463670683E-01
  4.384291215872499E-01  1.000246920985666E+01  6.904394142795099E+04  1.000718439844115E+00  2.236248699224645E-02  2.611949315518077E-01
  4.393287454245242E-01  1.000240636514573E+01  6.895152071254751E+04  1.000728701283390E+00  2.239498330210432E-02  2.621918908930929E-01
  4.402271366772215E-01  1.000234356853143E+01  6.885908974727131E+04  1.000738960430858E+00  2.242735813320190E-02  2.631889433270145E-01
  4.411241026148728E-01  1.000228065704224E+01  6.876666829271386E+04  1.000749233416127E+00  2.245960584683201E-02  2.641858803342439E-01
  4.420197691412222E-01  1.000221753097162E+01  6.867424356706665E+04  1.000759530617293E+00  2.249173186618284E-02  2.651828418860585E-01
  4.429141494672762E-01  1.000215430631275E+01  6.858183011139742E+04  1.000769838505765E+00  2.252373138668862E-02  2.661796680844672E-01
  4.438073655504807E-01  1.000209113426398E+01  6.848940608716357E+04  1.000780144932550E+00  2.255561211253716E-02  2.671765909011205E-01
  4.446993628367010E-01  1.000202798541240E+01  6.839697509281851E+04  1.000790452228879E+00  2.258737349716959E-02  2.681735723126495E-01
  4.455901438469662E-01  1.000196479900840E+01  6.830453700940845E+04  1.000800766274247E+00  2.261901638103727E-02  2.691706149949138E-01
  4.464795980914892E-01  1.000190154282487E+01  6.821210350648063E+04  1.000811089592421E+00  2.265053751591324E-02  2.701675939553744E-01
  4.473677068683089E-01  1.000183814551362E+01  6.811967680460143E+04  1.000821429051075E+00  2.268193677470862E-02  2.711644868415964E-01
  4.482546617391042E-01  1.000177457438254E+01  6.802725531243267E+04  1.000831787543895E+00  2.271321458103491E-02  2.721613113713738E-01
  4.491404848815413E-01  1.000171107965549E+01  6.793482263167923E+04  1.000842142158738E+00  2.274437619715943E-02  2.731582387350217E-01
  4.500251367665694E-01  1.000164761241796E+01  6.784238292398074E+04  1.000852497121808E+00  2.277542095149278E-02  2.741552252123012E-01
  4.509086376663613E-01  1.000158410509766E+01  6.774993414370874E+04  1.000862859273728E+00  2.280635032205905E-02  2.751522943490434E-01
  4.517908463233009E-01  1.000152051607375E+01  6.765749115042499E+04  1.000873231764711E+00  2.283716008699768E-02  2.761492869037644E-01
  4.526717354288028E-01  1.000145671284595E+01  6.756506026737728E+04  1.000883627102528E+00  2.286784919849965E-02  2.771461374895977E-01
  4.535515074747518E-01  1.000139287966094E+01  6.747263342745225E+04  1.000894027710907E+00  2.289842034223860E-02  2.781429289787166E-01
  4.544305013611118E-01  1.000132903436667E+01  6.738016278233191E+04  1.000904434726919E+00  2.292888971312856E-02  2.791401764901217E-01
  4.553078779177396E-01  1.000126526750936E+01  6.728773644340169E+04  1.000914834818641E+00  2.295922875386199E-02  2.801369293882210E-01
  4.561842942195901E-01  1.000120141872351E+01  6.719528556364294E+04  1.000925246804493E+00  2.298946102808217E-02  2.811339321802963E-01
  4.570595374428284E-01  1.000113748025960E+01  6.710283251017075E+04  1.000935670253943E+00  2.301957907384986E-02  2.821309441245562E-01
  4.579334714714742E-01  1.000107330811084E+01  6.701039959478202E+04  1.000946118055551E+00  2.304957627913420E-02  2.831277276741522E-01
  4.588064274891087E-01  1.000100911128491E+01  6.691795706666046E+04  1.000956571568024E+00  2.307946216921269E-02  2.841245991174405E-01
  4.596783482286779E-01  1.000094502258835E+01  6.682550230978671E+04  1.000967018023102E+00  2.310923769298959E-02  2.851215842182362E-01
  4.605492110938759E-01  1.000088091003886E+01  6.673303741915882E+04  1.000977470181044E+00  2.313890311023143E-02  2.861186629540793E-01
  4.614188600162680E-01  1.000081674289516E+01  6.664057895211995E+04  1.000987930038463E+00  2.316845377841515E-02  2.871156575228330E-01
  4.622873168579197E-01  1.000075239955037E+01  6.654812432750342E+04  1.000998409563557E+00  2.319789145926400E-02  2.881125978882564E-01
  4.631545985344370E-01  1.000068784117842E+01  6.645568604692609E+04  1.001008911856959E+00  2.322721289221999E-02  2.891093499524026E-01
  4.640209791506526E-01  1.000062342836399E+01  6.636323005033709E+04  1.001019403545280E+00  2.325642823847263E-02  2.901062740936687E-01
  4.648863523018789E-01  1.000055897691112E+01  6.627076253152492E+04  1.001029902884657E+00  2.328553662614564E-02  2.911033070929051E-01
  4.657506261777017E-01  1.000049453766724E+01  6.617829346387318E+04  1.001040404120310E+00  2.331453519340336E-02  2.921003406231730E-01
  4.666137703402761E-01  1.000042999207099E+01  6.608582586687076E+04  1.001050917741837E+00  2.334342295124445E-02  2.930973439912994E-01
  4.674757079605359E-01  1.000036526182441E+01  6.599336921145499E+04  1.001061451757223E+00  2.337219755557578E-02  2.940942165934603E-01
  4.683366364171496E-01  1.000030036743730E+01  6.590091998473468E+04  1.001072004113243E+00  2.340086057619251E-02  2.950909957272527E-01
  4.691966443075846E-01  1.000023562765225E+01  6.580845454503263E+04  1.001082545151280E+00  2.342941884249675E-02  2.960879309008657E-01
  4.700557261508814E-01  1.000017088698565E+01  6.571597289515547E+04  1.001093090041332E+00  2.345787328751908E-02  2.970850247108558E-01
  4.709137346321177E-01  1.000010609549967E+01  6.562349068679842E+04  1.001103642743497E+00  2.348621975760664E-02  2.980821093436787E-01
  4.717705725747304E-01  1.000004118211001E+01  6.553101813788527E+04  1.001114209855949E+00  2.351445588409937E-02  2.990790758292517E-01
  4.726263022358346E-01  9.999975996579684E+00  6.543855723982029E+04  1.001124804917747E+00  2.354258202145711E-02  3.000759046935791E-01
  4.734809867840554E-01  9.999910829160168E+00  6.534610613471129E+04  1.001135401179394E+00  2.357059844617686E-02  3.010726118114909E-01
  4.743349043370392E-01  9.999845790417291E+00  6.525362596052921E+04  1.001145989026955E+00  2.359851697337823E-02  3.020696139946786E-01
  4.751878806984737E-01  9.999780744140162E+00  6.516113485313660E+04  1.001156581177867E+00  2.362633288444016E-02  3.030667180499098E-01
  4.760398218977895E-01  9.999715591732674E+00  6.506864256945907E+04  1.001167186540871E+00  2.365404307118144E-02  3.040638202768237E-01
  4.768904822360953E-01  9.999650235394125E+00  6.497617527384002E+04  1.001177813245365E+00  2.368164038639804E-02  3.050606401529996E-01
  4.777402206370697E-01  9.999584676670192E+00  6.488371285276047E+04  1.001188462069171E+00  2.370913132217692E-02  3.060573941262846E-01
  4.785891924472297E-01  9.999519273496457E+00  6.479122680419587E+04  1.001199099809975E+00  2.373652370939532E-02  3.070543844012144E-01
  4.794371813320742E-01  9.999453914133925E+00  6.469873813154139E+04  1.001209736773828E+00  2.376381215054681E-02  3.080513864452386E-01
  4.802843263882343E-01  9.999388475382938E+00  6.460623117218009E+04  1.001220385173238E+00  2.379100202245941E-02  3.090485704462101E-01
  4.811302745019856E-01  9.999322926495630E+00  6.451374411763790E+04  1.001231046033259E+00  2.381808273918871E-02  3.100455253882065E-01
  4.819750714394116E-01  9.999257083150731E+00  6.442127879533693E+04  1.001241737134092E+00  2.384505483866333E-02  3.110422337601814E-01
  4.828190490081326E-01  9.999191249043236E+00  6.432880791105864E+04  1.001252430549205E+00  2.387192585406464E-02  3.120389856925771E-01
  4.836623559548172E-01  9.999125546392287E+00  6.423630417174416E+04  1.001263116059480E+00  2.389870372691711E-02  3.130360738414514E-01
  4.845047722639456E-01  9.999059891046187E+00  6.414379113681555E+04  1.001273800039340E+00  2.392538224487396E-02  3.140332454337091E-01
  4.853460682818297E-01  9.998994107376477E+00  6.405129304338137E+04  1.001284498863318E+00  2.395195451122433E-02  3.150302416260476E-01
  4.861862879575994E-01  9.998928083528309E+00  6.395880453206258E+04  1.001295223257445E+00  2.397842257087668E-02  3.160271212339311E-01
  4.870255212559602E-01  9.998861828509908E+00  6.386633515075909E+04  1.001305971940029E+00  2.400478418701886E-02  3.170237811788449E-01
  4.878640987575883E-01  9.998795761987818E+00  6.377383681092984E+04  1.001316706894551E+00  2.403105223789639E-02  3.180207349266492E-01
  4.887019685979871E-01  9.998729776488981E+00  6.368131258909489E+04  1.001327438318629E+00  2.405722652327900E-02  3.190179505654858E-01
  4.895387772637132E-01  9.998663746769020E+00  6.358880046186512E+04  1.001338176557375E+00  2.408329715692277E-02  3.200150204919449E-01
  4.903745558384251E-01  9.998597503232114E+00  6.349629625457257E+04  1.001348937826382E+00  2.410926624417576E-02  3.210119910969028E-01
  4.912091751112406E-01  9.998530938129123E+00  6.340382341966032E+04  1.001359731424469E+00  2.413512804889539E-02  3.220086106534455E-01
  4.920431792977478E-01  9.998464485923162E+00  6.331132815449913E+04  1.001370518164391E+00  2.416089676641830E-02  3.230054544965552E-01
  4.928765021652441E-01  9.998398152891403E+00  6.321880733723946E+04  1.001381297979796E+00  2.418657361965003E-02  3.240025564181355E-01
  4.937090055578323E-01  9.998331845474876E+00  6.312627557579396E+04  1.001392078905350E+00  2.421215522140943E-02  3.249997599676833E-01
  4.945404447136347E-01  9.998265391255323E+00  6.303375894801599E+04  1.001402876155625E+00  2.423763466041411E-02  3.259967857643273E-01
  4.953707579679333E-01  9.998198623131886E+00  6.294126493855229E+04  1.001413705413603E+00  2.426301015644156E-02  3.269935544970743E-01
  4.962002088798096E-01  9.998131681531168E+00  6.284878457186114E+04  1.001424553902102E+00  2.428828426307726E-02  3.279901614783115E-01
  4.970291736567740E-01  9.998064995293946E+00  6.275626070704639E+04  1.001435382765866E+00  2.431347169542920E-02  3.289872187743472E-01
  4.978573713131776E-01  9.997998404871721E+00  6.266372344855952E+04  1.001446206407237E+00  2.433856510300025E-02  3.299844035781349E-01
  4.986846656260548E-01  9.997931740525113E+00  6.257118690341537E+04  1.001457039859313E+00  2.436356153353993E-02  3.309815652045991E-01
  4.995108344667783E-01  9.997864736620595E+00  6.247867420572729E+04  1.001467908074523E+00  2.438845596590466E-02  3.319784563849430E-01
  5.003359444746940E-01  9.997797401783890E+00  6.238619434637125E+04  1.001478809461989E+00  2.441324646569364E-02  3.329749799534070E-01
  5.011606163219661E-01  9.997730324906358E+00  6.229367393508594E+04  1.001489691084707E+00  2.443795139710062E-02  3.339719223898080E-01
  5.019846329765757E-01  9.997663417238163E+00  6.220113098994717E+04  1.001500560724503E+00  2.446256654507327E-02  3.349690904116877E-01
  5.028078547861176E-01  9.997596471404188E+00  6.210857972731232E+04  1.001511437600282E+00  2.448708907049049E-02  3.359663322239951E-01
  5.036300000895708E-01  9.997529270024046E+00  6.201605020276173E+04  1.001522340986214E+00  2.451151193737574E-02  3.369633253015621E-01
  5.044509688690889E-01  9.997461602346375E+00  6.192356193416005E+04  1.001533290014454E+00  2.453583003643978E-02  3.379598604081346E-01
  5.052714573936654E-01  9.997394101814313E+00  6.183104607913501E+04  1.001544227556818E+00  2.456005990398276E-02  3.389566755178033E-01
  5.060913820177894E-01  9.997326855614348E+00  6.173850072907309E+04  1.001555145354714E+00  2.458420213203657E-02  3.399537909687720E-01
  5.069106319797108E-01  9.997259655010277E+00  6.164593682075267E+04  1.001566062848086E+00  2.460825476578006E-02  3.409510901361965E-01
  5.077289140759571E-01  9.997192218270481E+00  6.155338543038369E+04  1.001577005365917E+00  2.463221090743984E-02  3.419482395851834E-01
  5.085458374929499E-01  9.997124269417984E+00  6.146089259278398E+04  1.001587997258945E+00  2.465605994569190E-02  3.429447444783291E-01
  5.093622243185597E-01  9.997056300243486E+00  6.136838515046035E+04  1.001598994831759E+00  2.467981978434308E-02  3.439413903797104E-01
  5.101781813281511E-01  9.996988716630488E+00  6.127583645253834E+04  1.001609960756607E+00  2.470349649225886E-02  3.449384629219233E-01
  5.109935778875694E-01  9.996921246964204E+00  6.118325935213259E+04  1.001620920440395E+00  2.472708779771797E-02  3.459358249152513E-01
  5.118080750183133E-01  9.996853588478668E+00  6.109069002905861E+04  1.001631900872678E+00  2.475058567758589E-02  3.469330878044711E-01
  5.126212040043399E-01  9.996785414149059E+00  6.099817925752947E+04  1.001642930849219E+00  2.477397865166578E-02  3.479297056101247E-01
  5.134335209430265E-01  9.996716948240895E+00  6.090568832624894E+04  1.001653990943832E+00  2.479727601588958E-02  3.489260942779424E-01
  5.142456105177050E-01  9.996648981077085E+00  6.081313743613012E+04  1.001665009489551E+00  2.482049501994922E-02  3.499231112101985E-01
  5.150572671982494E-01  9.996581243187419E+00  6.072054685907055E+04  1.001676011498374E+00  2.484363149898269E-02  3.509205390701868E-01
  5.158680697132637E-01  9.996513363675540E+00  6.062796178137328E+04  1.001687029971322E+00  2.486667550784239E-02  3.519178920164601E-01
  5.166775141048284E-01  9.996444930571331E+00  6.053543664132190E+04  1.001698101328884E+00  2.488961509699988E-02  3.529145843588600E-01
  5.174859166351400E-01  9.996375974589013E+00  6.044295430921068E+04  1.001709223477230E+00  2.491245492335879E-02  3.539108002537253E-01
  5.182942911991989E-01  9.996307611135515E+00  6.035039613279904E+04  1.001720296171157E+00  2.493522161810461E-02  3.549078159077508E-01
  5.191023422287788E-01  9.996239615151335E+00  6.025778904491082E+04  1.001731339983746E+00  2.495790938141371E-02  3.559053420101549E-01
  5.199095454895258E-01  9.996171544345797E+00  6.016518966182669E+04  1.001742393984631E+00  2.498050585119160E-02  3.569027693025408E-01
  5.207154324170638E-01  9.996102836696759E+00  6.007264754243362E+04  1.001753508635836E+00  2.500300085513104E-02  3.578995641816757E-01
  5.215199888437000E-01  9.996033328313139E+00  5.998017870286641E+04  1.001764698495946E+00  2.502539146802508E-02  3.588955536675808E-01
  5.223246576418334E-01  9.995964549234692E+00  5.988762397264213E+04  1.001775826255542E+00  2.504771253340420E-02  3.598924515187600E-01
  5.231292176586971E-01  9.995896366350445E+00  5.979499946575917E+04  1.001786905397367E+00  2.506996029711896E-02  3.608900849965661E-01
  5.239330387622227E-01  9.995828209653334E+00  5.970237321058362E+04  1.001797986999055E+00  2.509211919219374E-02  3.618877217052887E-01
  5.247354914520403E-01  9.995759255856713E+00  5.960981169773066E+04  1.001809144052064E+00  2.511417580736335E-02  3.628846448492764E-01
  5.255361504865573E-01  9.995689045577771E+00  5.951737405753048E+04  1.001820415032073E+00  2.513611783345931E-02  3.638802164258753E-01
  5.263371867327795E-01  9.995619722650813E+00  5.942482542460900E+04  1.001831608326923E+00  2.515799578221557E-02  3.648769674920647E-01
  5.271384514205166E-01  9.995551457919904E+00  5.933217328292494E+04  1.001842712416610E+00  2.517980767894107E-02  3.658748185427520E-01
  5.279391815638571E-01  9.995483581998178E+00  5.923950023615861E+04  1.001853791553756E+00  2.520153613983068E-02  3.668728797838088E-01
  5.287382546235274E-01  9.995414740726686E+00  5.914692623973038E+04  1.001864966883208E+00  2.522315692299342E-02  3.678698569753720E-01
  5.295348529005570E-01  9.995343603169664E+00  5.905454923704423E+04  1.001876349185564E+00  2.524465100465725E-02  3.688646915902181E-01
  5.303322527592048E-01  9.995273320034979E+00  5.896201592566380E+04  1.001887646691795E+00  2.526609258853388E-02  3.698611946452933E-01
  5.311305158480180E-01  9.995204914212938E+00  5.886931394482506E+04  1.001898762224856E+00  2.528748200559724E-02  3.708595033335306E-01
  5.319289031218458E-01  9.995138370041129E+00  5.877652705628976E+04  1.001909703319589E+00  2.530880037997348E-02  3.718587171766443E-01
  5.327253133523715E-01  9.995072063861961E+00  5.868388567734286E+04  1.001920636164030E+00  2.532999968245702E-02  3.728563503438707E-01
  5.335172924500764E-01  9.995001301738933E+00  5.859165453192119E+04  1.001931994247429E+00  2.535103080554087E-02  3.738495351355910E-01
  5.343105556124453E-01  9.994929645522053E+00  5.849920200508516E+04  1.001943449793752E+00  2.537202822108131E-02  3.748450820215197E-01
  5.351064121842825E-01  9.994858393668849E+00  5.840637292891108E+04  1.001954885491550E+00  2.539302332065373E-02  3.758446668770199E-01
  5.359049898550141E-01  9.994787528623119E+00  5.831315112684620E+04  1.001966303852410E+00  2.541401907385236E-02  3.768484648397361E-01
  5.367061195540047E-01  9.994717060010064E+00  5.821955505542309E+04  1.001977703059991E+00  2.543501063411750E-02  3.778562781170015E-01
  5.374976543873375E-01  9.994647070981072E+00  5.812700174740785E+04  1.001989009961207E+00  2.545568396127979E-02  3.788528529912308E-01
  5.382802817791315E-01  9.994577606188406E+00  5.803541621619482E+04  1.002000223520907E+00  2.547605862118248E-02  3.798389948407295E-01
  5.390656636155633E-01  9.994508560376659E+00  5.794343751406554E+04  1.002011416579937E+00  2.549643615807521E-02  3.808293548143704E-01
  5.398536898195283E-01  9.994439933860258E+00  5.785107722182875E+04  1.002022588574518E+00  2.551681332949803E-02  3.818238092422343E-01
  5.406444865956056E-01  9.994371708104588E+00  5.775831923413709E+04  1.002033742114580E+00  2.553719299886811E-02  3.828225325334377E-01
  5.414361480924124E-01  9.994302189593704E+00  5.766538723085606E+04  1.002045029332281E+00  2.555752990390290E-02  3.838231074057402E-01
  5.422233073430475E-01  9.994228292588668E+00  5.757288157047982E+04  1.002056736211799E+00  2.557770183131973E-02  3.848190495478568E-01
  5.430088389025429E-01  9.994154979051542E+00  5.748049166202225E+04  1.002068402382680E+00  2.559776438247015E-02  3.858137299937573E-01
  5.437946880355692E-01  9.994083690895868E+00  5.738800146050347E+04  1.002079877133262E+00  2.561776026399884E-02  3.868094856257715E-01
  5.445816397415534E-01  9.994014358794896E+00  5.729531898855678E+04  1.002091162242454E+00  2.563770913455478E-02  3.878073086831304E-01
  5.453689733303189E-01  9.993945280011218E+00  5.720253380672379E+04  1.002102416914113E+00  2.565759572641697E-02  3.888062250370947E-01
  5.461537344963998E-01  9.993873726822144E+00  5.710996469399610E+04  1.002113896683433E+00  2.567735914185844E-02  3.898027826841715E-01
  5.469371647430783E-01  9.993801569802251E+00  5.701747138491248E+04  1.002125441599620E+00  2.569702577025368E-02  3.907985029260772E-01
  5.477204705983691E-01  9.993730127433185E+00  5.692492150157511E+04  1.002136932487651E+00  2.571662089383093E-02  3.917948201591502E-01
  5.485043348616618E-01  9.993659996710353E+00  5.683223901755189E+04  1.002148310262801E+00  2.573615909871927E-02  3.927925584770295E-01
  5.492880894141906E-01  9.993589935927497E+00  5.673951518486008E+04  1.002159683549993E+00  2.575562408755796E-02  3.937907269777786E-01
  5.500698367252002E-01  9.993518420439640E+00  5.664694743245876E+04  1.002171188215403E+00  2.577497863010760E-02  3.947871875085200E-01
  5.508506827793878E-01  9.993446479034262E+00  5.655440857096612E+04  1.002182736207440E+00  2.579424742143378E-02  3.957833171414661E-01
  5.516313378753913E-01  9.993374961220409E+00  5.646182072011063E+04  1.002194251987236E+00  2.581344497250057E-02  3.967799612274901E-01
  5.524123328486426E-01  9.993304404995252E+00  5.636912501053001E+04  1.002205686112531E+00  2.583258185417816E-02  3.977777586560954E-01
  5.531927379589145E-01  9.993233496627420E+00  5.627644790976177E+04  1.002217155499740E+00  2.585163409456367E-02  3.987753368330726E-01
  5.539716244510858E-01  9.993161664494476E+00  5.618387106029403E+04  1.002228710278106E+00  2.587058672809286E-02  3.997718111831662E-01
  5.547497943812847E-01  9.993089604482650E+00  5.609130456044366E+04  1.002240289864677E+00  2.588945694768603E-02  4.007681557225992E-01
  5.555277822284357E-01  9.993017923515378E+00  5.599868928749002E+04  1.002251840054242E+00  2.590825565010299E-02  4.017650127047015E-01
