# r_minor                R                      currdens               B_tor                  B_theta                Psi_N                  
# time step #000000
  7.098098905672917E-01  9.976181603374810E+00  3.660215800174525E+04  1.004932540344173E+00  2.828417454373249E-02  6.101358437275946E-01
  7.105235630570220E-01  9.976090379547525E+00  3.650914700166236E+04  1.004946877521483E+00  2.828876908296831E-02  6.111329323405452E-01
  7.112372280725194E-01  9.975998946682051E+00  3.641614246883391E+04  1.004961239221188E+00  2.829330181745431E-02  6.121299249294812E-01
  7.119505994200627E-01  9.975907345388235E+00  3.632314801598925E+04  1.004975621793128E+00  2.829777278600286E-02  6.131267839430677E-01
  7.126640183079853E-01  9.975815845377621E+00  3.623012036796127E+04  1.004990002532716E+00  2.830218391439338E-02  6.141239909460233E-01
  7.133772476409657E-01  9.975723953510236E+00  3.613712270968717E+04  1.005004423904521E+00  2.830653312490833E-02  6.151208380310478E-01
  7.140910895917946E-01  9.975632000450142E+00  3.604402517133306E+04  1.005018861254326E+00  2.831082608241844E-02  6.161187418326820E-01
  7.148035110118317E-01  9.975540071574937E+00  3.595108237882811E+04  1.005033294201018E+00  2.831505160422899E-02  6.171149657700403E-01
  7.155164671393985E-01  9.975447924915269E+00  3.585806946007626E+04  1.005047756623335E+00  2.831922021215150E-02  6.181119174132189E-01
  7.162293439294652E-01  9.975355553166956E+00  3.576505285139396E+04  1.005062245756470E+00  2.832332919622301E-02  6.191088806355252E-01
  7.169421294115745E-01  9.975263251689718E+00  3.567202296067179E+04  1.005076734843810E+00  2.832737884401374E-02  6.201059752412554E-01
  7.176547429037309E-01  9.975170703689406E+00  3.557900416823843E+04  1.005091252032189E+00  2.833136874440651E-02  6.211029212517147E-01
  7.183673473549778E-01  9.975078033871538E+00  3.548598303953029E+04  1.005105786523876E+00  2.833529955381274E-02  6.220998699487493E-01
  7.190798628697127E-01  9.974985261117528E+00  3.539294697624975E+04  1.005120336908637E+00  2.833917198606788E-02  6.230969581366670E-01
  7.197922912982819E-01  9.974892402050646E+00  3.529990607167097E+04  1.005134901381109E+00  2.834298584231948E-02  6.240940783759639E-01
  7.205045733667677E-01  9.974799351298561E+00  3.520688711924261E+04  1.005149488313974E+00  2.834673948020045E-02  6.250909358601170E-01
  7.212168198726109E-01  9.974706152097484E+00  3.511384686199049E+04  1.005164095978569E+00  2.835043237692761E-02  6.260879988725259E-01
  7.219289080169875E-01  9.974612948467090E+00  3.502080589860295E+04  1.005178709750106E+00  2.835406380008269E-02  6.270850545121154E-01
  7.226410186948402E-01  9.974519488189820E+00  3.492777103178066E+04  1.005193353067031E+00  2.835763404314463E-02  6.280820146219588E-01
  7.233529440252958E-01  9.974425988153682E+00  3.483473680091925E+04  1.005208004911729E+00  2.836114330162504E-02  6.290789507437387E-01
  7.240648261982848E-01  9.974332460615543E+00  3.474168145207220E+04  1.005222667144596E+00  2.836459260015112E-02  6.300760975228742E-01
  7.247766348149233E-01  9.974238479849951E+00  3.464864733244164E+04  1.005237377148430E+00  2.836798116053548E-02  6.310729736573125E-01
  7.254883658659389E-01  9.974144466771524E+00  3.455560094766028E+04  1.005252095812724E+00  2.837130991447652E-02  6.320699649886066E-01
  7.262000194100826E-01  9.974050513820444E+00  3.446253989891766E+04  1.005266815414586E+00  2.837457906954826E-02  6.330671029023548E-01
  7.269116180887271E-01  9.973956250245504E+00  3.436949491497102E+04  1.005281569133483E+00  2.837778825962205E-02  6.340640343689916E-01
  7.276230690930883E-01  9.973861866245048E+00  3.427645106333575E+04  1.005296339682611E+00  2.838093801814574E-02  6.350609311386877E-01
  7.283345670850967E-01  9.973767515598269E+00  3.418337692721138E+04  1.005311114769004E+00  2.838402941561750E-02  6.360581409217083E-01
  7.290460015962473E-01  9.973672869791677E+00  3.409031586639374E+04  1.005325922543531E+00  2.838706166732835E-02  6.370551771849610E-01
  7.297572069990456E-01  9.973578088514126E+00  3.399727106672922E+04  1.005340748023725E+00  2.839003476117448E-02  6.380520146440516E-01
  7.304684723014117E-01  9.973483365171235E+00  3.390419557436502E+04  1.005355575489549E+00  2.839295014966905E-02  6.390491712162165E-01
  7.311795900926075E-01  9.973388300770264E+00  3.381113986572721E+04  1.005370439795079E+00  2.839580703364543E-02  6.400460791649755E-01
  7.318906856393099E-01  9.973293116488987E+00  3.371807811749791E+04  1.005385321759701E+00  2.839860494661140E-02  6.410430292187973E-01
  7.326017390819385E-01  9.973197998177959E+00  3.362499966961988E+04  1.005400203975498E+00  2.840134184489863E-02  6.420401484672034E-01
  7.333127083065059E-01  9.973102543383130E+00  3.353193061546119E+04  1.005415123066236E+00  2.840401769866421E-02  6.430371315677080E-01
  7.340236155076965E-01  9.973006952163454E+00  3.343886370633915E+04  1.005430060931187E+00  2.840663274647618E-02  6.440340681779866E-01
  7.347345316754049E-01  9.972911441952011E+00  3.334577438579197E+04  1.005444998195471E+00  2.840918763894425E-02  6.450312365429454E-01
  7.354452402756817E-01  9.972815541994063E+00  3.325270811737041E+04  1.005459977060400E+00  2.841168196855528E-02  6.460281180204765E-01
  7.361560856427452E-01  9.972719547455391E+00  3.315962132150587E+04  1.005474971803820E+00  2.841411676480028E-02  6.470251995123650E-01
  7.368667970119456E-01  9.972623614860527E+00  3.306653065756225E+04  1.005489966857737E+00  2.841649167329528E-02  6.480223116905622E-01
  7.375773533710259E-01  9.972527312150579E+00  3.297345615976871E+04  1.005505001585261E+00  2.841880694814802E-02  6.490192122423027E-01
  7.382879079642886E-01  9.972430929394813E+00  3.288038058531901E+04  1.005520049991856E+00  2.842106293865333E-02  6.500161041179340E-01
  7.389985339127586E-01  9.972334587362099E+00  3.278727488936728E+04  1.005535102488553E+00  2.842326040413573E-02  6.510133079781548E-01
  7.397089071956866E-01  9.972237838108356E+00  3.269419772366276E+04  1.005550197228432E+00  2.842539876704293E-02  6.520101643994437E-01
  7.404193995943010E-01  9.972141032251098E+00  3.260110487077485E+04  1.005565304373703E+00  2.842747886618390E-02  6.530071709238743E-01
  7.411299204019942E-01  9.972044335768439E+00  3.250798885471674E+04  1.005580408788175E+00  2.842950089452796E-02  6.540044189281982E-01
  7.418400971805976E-01  9.971947119574748E+00  3.241491279632625E+04  1.005595565269817E+00  2.843146450106840E-02  6.550011893480180E-01
  7.425503953346529E-01  9.971849878380937E+00  3.232182090516858E+04  1.005610731656182E+00  2.843337052694977E-02  6.559981128994421E-01
  7.432609580051514E-01  9.971752912535894E+00  3.222867816718120E+04  1.005625881925247E+00  2.843521875686796E-02  6.569955860329592E-01
  7.439708791842098E-01  9.971655139045200E+00  3.213561174653445E+04  1.005641107212530E+00  2.843700533076539E-02  6.579921728551017E-01
  7.446809881921818E-01  9.971557613614314E+00  3.204252306829867E+04  1.005656327083190E+00  2.843873115339382E-02  6.589889937216310E-01
  7.453919915733295E-01  9.971460936740602E+00  3.194931496670827E+04  1.005671453603422E+00  2.844039722053905E-02  6.599871596451220E-01
  7.461014838253438E-01  9.971362414869027E+00  3.185627901062066E+04  1.005686774111288E+00  2.844200209066718E-02  6.609833212068198E-01
  7.468141936666652E-01  9.971263969517549E+00  3.176282903450053E+04  1.005702112558834E+00  2.844355295540375E-02  6.619839322894809E-01
  7.475214421020576E-01  9.971166831931628E+00  3.167008032684555E+04  1.005717286910129E+00  2.844503199722047E-02  6.629770718929503E-01
  7.482315878195763E-01  9.971067420622015E+00  3.157693711442146E+04  1.005732716043363E+00  2.844645967672081E-02  6.639742861186555E-01
  7.489420010901089E-01  9.970969403975028E+00  3.148377570055341E+04  1.005748016487299E+00  2.844782664167285E-02  6.649717759663063E-01
  7.496515116533408E-01  9.970870336893515E+00  3.139069388668100E+04  1.005763412441518E+00  2.844913447283413E-02  6.659683289028137E-01
  7.503615015646333E-01  9.970771556203545E+00  3.129757380103091E+04  1.005778790663811E+00  2.845038357814934E-02  6.669652970588658E-01
  7.510716693523548E-01  9.970672851648802E+00  3.120442211567003E+04  1.005794172310926E+00  2.845157431196116E-02  6.679625944484472E-01
  7.517813762422149E-01  9.970573765359511E+00  3.111130302141673E+04  1.005809593189739E+00  2.845270664180099E-02  6.689595017742889E-01
  7.524912215373772E-01  9.970474428266789E+00  3.101818768922182E+04  1.005825043806168E+00  2.845378103629953E-02  6.699563370186058E-01
  7.532012559664636E-01  9.970375238161539E+00  3.092503555638520E+04  1.005840489239363E+00  2.845479772519034E-02  6.709535632862924E-01
  7.539110751094962E-01  9.970275813713323E+00  3.083189102037780E+04  1.005855962588155E+00  2.845575690148881E-02  6.719506779511166E-01
  7.546207632708397E-01  9.970176002381562E+00  3.073878142570884E+04  1.005871476308186E+00  2.845665866940865E-02  6.729473757411383E-01
  7.553307128221654E-01  9.970076324529760E+00  3.064562377897438E+04  1.005886986824281E+00  2.845750034204033E-02  6.739445848853166E-01
  7.560404954426453E-01  9.969976499895163E+00  3.055247588952972E+04  1.005902516813564E+00  2.845828115377621E-02  6.749416653069438E-01
  7.567501849872571E-01  9.969876261737429E+00  3.045935248589750E+04  1.005918090544883E+00  2.845900156822076E-02  6.759384401085188E-01
  7.574600210756699E-01  9.969776092108253E+00  3.036619450598380E+04  1.005933666395773E+00  2.845966173742180E-02  6.769355776265027E-01
  7.581698135888033E-01  9.969675821264088E+00  3.027303926055941E+04  1.005949257735618E+00  2.846026184745854E-02  6.779326648555760E-01
  7.588795286095074E-01  9.969575174181598E+00  3.017990056244290E+04  1.005964890254083E+00  2.846080238589996E-02  6.789295334856897E-01
  7.595892872588954E-01  9.969474511036786E+00  3.008673872014844E+04  1.005980531916648E+00  2.846128343423202E-02  6.799266366073120E-01
  7.602990701665487E-01  9.969373707755654E+00  2.999357976277097E+04  1.005996193018242E+00  2.846170525781141E-02  6.809236852078999E-01
  7.610088687136193E-01  9.969272707167001E+00  2.990042051370566E+04  1.006011879246937E+00  2.846206818004905E-02  6.819207082181096E-01
  7.617185584725881E-01  9.969171575887957E+00  2.980725515677897E+04  1.006027584415559E+00  2.846237241304303E-02  6.829177740478957E-01
  7.624282962612955E-01  9.969070235787232E+00  2.971409945020460E+04  1.006043315201106E+00  2.846261826696272E-02  6.839147073845612E-01
  7.631380892537730E-01  9.968968885286387E+00  2.962093233148965E+04  1.006059053605687E+00  2.846280582757021E-02  6.849117485075306E-01
  7.638477502060207E-01  9.968867324231217E+00  2.952776051311509E+04  1.006074819845959E+00  2.846293554285341E-02  6.859088105034142E-01
  7.645574893737728E-01  9.968765436054955E+00  2.943460393959283E+04  1.006090621314683E+00  2.846300778112529E-02  6.869056719474717E-01
  7.652672853359083E-01  9.968663595331613E+00  2.934142647670784E+04  1.006106426326326E+00  2.846302241801209E-02  6.879027470136547E-01
  7.659770434104572E-01  9.968561585406652E+00  2.924824389183481E+04  1.006122254368095E+00  2.846297992513527E-02  6.888998513221998E-01
  7.666868095806760E-01  9.968459260164575E+00  2.915507665557602E+04  1.006138117481139E+00  2.846287962501597E-02  6.898967534268786E-01
  7.673966453829670E-01  9.968356984840621E+00  2.906188606009573E+04  1.006153984226320E+00  2.846271817148336E-02  6.908938966497392E-01
  7.681064865835362E-01  9.968254455545326E+00  2.896869626199722E+04  1.006169880905651E+00  2.846249617696673E-02  6.918910003736238E-01
  7.688162220618736E-01  9.968151716802526E+00  2.887552762263830E+04  1.006185803112010E+00  2.846221396599946E-02  6.928878471427290E-01
  7.695260186657359E-01  9.968048938085769E+00  2.878233419592329E+04  1.006201736856540E+00  2.846187144612770E-02  6.938849441407285E-01
  7.702358427420584E-01  9.967945860291005E+00  2.868915235666752E+04  1.006217704865297E+00  2.846146930971196E-02  6.948818813973929E-01
  7.709457060265748E-01  9.967842733197482E+00  2.859596335274824E+04  1.006233684666379E+00  2.846100748742518E-02  6.958788782702375E-01
  7.716555822211886E-01  9.967739475301274E+00  2.850275592424128E+04  1.006249684362621E+00  2.846048623832850E-02  6.968760509364190E-01
  7.723654271018614E-01  9.967635848783340E+00  2.840957746679261E+04  1.006265723974361E+00  2.845990638344319E-02  6.978728705402386E-01
  7.730754015447724E-01  9.967532268869340E+00  2.831636989877497E+04  1.006281767765368E+00  2.845926737489985E-02  6.988699932652870E-01
  7.737853273828785E-01  9.967428469508242E+00  2.822316485439791E+04  1.006297838626067E+00  2.845856996375024E-02  6.998670597201233E-01
  7.744953168709210E-01  9.967324433443622E+00  2.812996647312593E+04  1.006313937954452E+00  2.845781446891722E-02  7.008640227374954E-01
  7.752052440065759E-01  9.967220335561572E+00  2.803676033583474E+04  1.006330050402956E+00  2.845700086598991E-02  7.018610507619555E-01
  7.759152319531679E-01  9.967116127833954E+00  2.794356125308945E+04  1.006346179004749E+00  2.845612961468106E-02  7.028579817414612E-01
  7.766254590809102E-01  9.967011772114843E+00  2.785033325319744E+04  1.006362329771123E+00  2.845520060954518E-02  7.038551988100167E-01
  7.773354147637216E-01  9.966907044485836E+00  2.775711817412293E+04  1.006378524169308E+00  2.845421479315657E-02  7.048522338393822E-01
  7.780454479146734E-01  9.966802122999631E+00  2.766392442754229E+04  1.006394740149177E+00  2.845317251872512E-02  7.058490121439991E-01
  7.787556636870689E-01  9.966697233890287E+00  2.757069558242559E+04  1.006410962538610E+00  2.845207058717333E-02  7.068461570456627E-01
  7.794657863184653E-01  9.966592142436076E+00  2.747747689704469E+04  1.006427210180617E+00  2.845090790196464E-02  7.078431644921530E-01
  7.801760657322626E-01  9.966486829651517E+00  2.738425424977014E+04  1.006443485847042E+00  2.844968457312864E-02  7.088401844312127E-01
  7.808862697717793E-01  9.966381433599397E+00  2.729102613263124E+04  1.006459776538956E+00  2.844840073543039E-02  7.098372444351466E-01
  7.815965521526946E-01  9.966275749765396E+00  2.719780438352560E+04  1.006476100862125E+00  2.844705703132426E-02  7.108342013516986E-01
  7.823069455311348E-01  9.966169977765846E+00  2.710456933948270E+04  1.006492441324219E+00  2.844565324071248E-02  7.118312806092413E-01
  7.830172597196295E-01  9.966064099113266E+00  2.701133326880497E+04  1.006508798660103E+00  2.844418985653619E-02  7.128283502354468E-01
  7.837276653886214E-01  9.965957839854097E+00  2.691811069564529E+04  1.006525198262503E+00  2.844266765768353E-02  7.138252322085924E-01
  7.844381523070205E-01  9.965851605096377E+00  2.682486617078146E+04  1.006541603738333E+00  2.844108593126980E-02  7.148223389805971E-01
  7.851486335774086E-01  9.965745113887579E+00  2.673162862275169E+04  1.006558040030417E+00  2.843944571978947E-02  7.158193378871107E-01
  7.858592532737140E-01  9.965638475307591E+00  2.663838485924243E+04  1.006574497463804E+00  2.843774695533154E-02  7.168163791470638E-01
  7.865698050594029E-01  9.965531720929443E+00  2.654513380840758E+04  1.006590973671603E+00  2.843598985948984E-02  7.178134767889919E-01
  7.872804216123214E-01  9.965424615110139E+00  2.645190268713843E+04  1.006607488092520E+00  2.843417546128544E-02  7.188103194945579E-01
  7.879911991230136E-01  9.965317522313718E+00  2.635864377053269E+04  1.006624010486859E+00  2.843230273452414E-02  7.198074489655303E-01
  7.887019188435501E-01  9.965210194430368E+00  2.626539196866169E+04  1.006640561695951E+00  2.843037289485841E-02  7.208044707577886E-01
  7.894127796068068E-01  9.965102699074480E+00  2.617214106376544E+04  1.006657135697561E+00  2.842838601728832E-02  7.218014555126674E-01
  7.901236695651909E-01  9.964995114166333E+00  2.607887215867918E+04  1.006673726281331E+00  2.842634204172164E-02  7.227986139533230E-01
  7.908345296757758E-01  9.964887162758563E+00  2.598562909819562E+04  1.006690356827731E+00  2.842423954873290E-02  7.237954529815009E-01
  7.915455524985220E-01  9.964779143672509E+00  2.589236392433599E+04  1.006707002396102E+00  2.842207533461036E-02  7.247925118542711E-01
  7.922565493294725E-01  9.964670948201434E+00  2.579909906489424E+04  1.006723671616950E+00  2.841985031381351E-02  7.257895410167942E-01
  7.929677183953638E-01  9.964562589181568E+00  2.570583649043143E+04  1.006740363650080E+00  2.841756482224308E-02  7.267865198461774E-01
  7.936791138573507E-01  9.964454374355956E+00  2.561253628605122E+04  1.006757048520499E+00  2.841521782867227E-02  7.277839053935277E-01
  7.943914955045962E-01  9.964345253102739E+00  2.551911933376537E+04  1.006773839142742E+00  2.841280829438399E-02  7.287824586550361E-01
  7.951018183976437E-01  9.964236959058894E+00  2.542598461466131E+04  1.006790535215102E+00  2.841034595071465E-02  7.297780315196736E-01
  7.958129558570979E-01  9.964127419280187E+00  2.533272264645654E+04  1.006807372125929E+00  2.840782170979320E-02  7.307748576502134E-01
  7.965243194415297E-01  9.964017950951108E+00  2.523946282308561E+04  1.006824203653010E+00  2.840523824257602E-02  7.317716570115199E-01
  7.972358199650179E-01  9.963908523438686E+00  2.514617513101614E+04  1.006841041432077E+00  2.840259499846598E-02  7.327687462596926E-01
  7.979474227679320E-01  9.963798799039848E+00  2.505289604682128E+04  1.006857914097842E+00  2.839989360380139E-02  7.337657065019827E-01
  7.986592070887522E-01  9.963689091048039E+00  2.495959816914201E+04  1.006874793724334E+00  2.839713324320015E-02  7.347628567310699E-01
  7.993708991395622E-01  9.963579082485522E+00  2.486630847440198E+04  1.006891708433254E+00  2.839431529533728E-02  7.357598824979529E-01
  8.000826923314472E-01  9.963468835462182E+00  2.477303041152262E+04  1.006908652066375E+00  2.839144011656388E-02  7.367567510685407E-01
  8.007946196035266E-01  9.963358521539883E+00  2.467972322062439E+04  1.006925611634744E+00  2.838850653576748E-02  7.377539148662661E-01
  8.015065900503718E-01  9.963247899837365E+00  2.458643635062338E+04  1.006942606023536E+00  2.838551663100926E-02  7.387508219314669E-01
  8.022187538030787E-01  9.963137250419296E+00  2.449312573642653E+04  1.006959612152731E+00  2.838246915305079E-02  7.397479696339114E-01
  8.029307952433636E-01  9.963026305140183E+00  2.439983247693861E+04  1.006976652311445E+00  2.837936370718813E-02  7.407448940673299E-01
  8.036430967336115E-01  9.962915160442019E+00  2.430652770368811E+04  1.006993719649153E+00  2.837619640625528E-02  7.417419138014661E-01
  8.043554082328257E-01  9.962803956483452E+00  2.421321006246638E+04  1.007010801016734E+00  2.837296738108587E-02  7.427390559028328E-01
  8.050678646798511E-01  9.962692361646262E+00  2.411990634028342E+04  1.007027925763520E+00  2.836967815623931E-02  7.437360042767833E-01
  8.057804113723469E-01  9.962580763622078E+00  2.402658631942117E+04  1.007045059521685E+00  2.836632762133423E-02  7.447331152089858E-01
  8.064929190766671E-01  9.962468818165666E+00  2.393328089406175E+04  1.007062232542528E+00  2.836291750768367E-02  7.457300293435987E-01
  8.072056887576319E-01  9.962356795122471E+00  2.383995923630680E+04  1.007079421468277E+00  2.835944673108412E-02  7.467270992655444E-01
  8.079184235185092E-01  9.962244581715730E+00  2.374663377427992E+04  1.007096636492298E+00  2.835591614654695E-02  7.477241822036952E-01
  8.086313182461371E-01  9.962132055988874E+00  2.365332099542979E+04  1.007113887576273E+00  2.835232680339976E-02  7.487210910842996E-01
  8.093443203494093E-01  9.962019490690084E+00  2.355998541724265E+04  1.007131151617347E+00  2.834867737423448E-02  7.497182300710565E-01
  8.100573089279596E-01  9.961906569434387E+00  2.346667318521202E+04  1.007148455118869E+00  2.834497025892123E-02  7.507150758338876E-01
  8.107706148794662E-01  9.961793624553920E+00  2.337332829759268E+04  1.007165771048461E+00  2.834120320872882E-02  7.517122590696238E-01
  8.114838373534776E-01  9.961680346798717E+00  2.327999564984116E+04  1.007183125227699E+00  2.833737860496046E-02  7.527092709613231E-01
  8.121972511450389E-01  9.961566919998873E+00  2.318666422075203E+04  1.007200500735825E+00  2.833349614177292E-02  7.537062444253546E-01
  8.129107056804107E-01  9.961453413760696E+00  2.309331666802898E+04  1.007217892834063E+00  2.832955532204814E-02  7.547033730054263E-01
  8.136243387659785E-01  9.961339521710409E+00  2.299998394507098E+04  1.007235327922125E+00  2.832555800908466E-02  7.557002970805389E-01
  8.143380646485651E-01  9.961225580796844E+00  2.290663201862824E+04  1.007252776653922E+00  2.832150274172015E-02  7.566974111985125E-01
  8.150517637390052E-01  9.961111331961902E+00  2.281330183262996E+04  1.007270262985103E+00  2.831739132772775E-02  7.576942514405037E-01
  8.157663303464727E-01  9.960997031492965E+00  2.271987472379623E+04  1.007287763919080E+00  2.831321375249912E-02  7.586921224004354E-01
  8.164797845833345E-01  9.960882391442556E+00  2.262658913402768E+04  1.007305298478526E+00  2.830898111136717E-02  7.596884284290311E-01
  8.171940588456234E-01  9.960767639686759E+00  2.253322912221602E+04  1.007322855600095E+00  2.830468356177164E-02  7.606855153096643E-01
  8.179082551684140E-01  9.960652680540443E+00  2.243986676082283E+04  1.007340440142135E+00  2.830032482084906E-02  7.616825986940952E-01
  8.186225892958464E-01  9.960537357898113E+00  2.234652600512943E+04  1.007358065773381E+00  2.829590648910986E-02  7.626794069695230E-01
  8.193371887272799E-01  9.960422059081075E+00  2.225314667598431E+04  1.007375699757668E+00  2.829142566843112E-02  7.636766217011469E-01
  8.200517292979759E-01  9.960306349366128E+00  2.215979478087700E+04  1.007393378634766E+00  2.828688621956967E-02  7.646734941144296E-01
  8.207666017610166E-01  9.960190600505584E+00  2.206641290558822E+04  1.007411071247386E+00  2.828228533313299E-02  7.656706748315201E-01
  8.214813605733385E-01  9.960074509573440E+00  2.197305064751628E+04  1.007428802716012E+00  2.827762603630969E-02  7.666676040803457E-01
  8.221964337324946E-01  9.959958313858445E+00  2.187967544001801E+04  1.007446553022572E+00  2.827290680343101E-02  7.676646511129245E-01
  8.229115141929915E-01  9.959841928849389E+00  2.178629308058344E+04  1.007464329641318E+00  2.826812830562347E-02  7.686617482318703E-01
  8.236268091070382E-01  9.959725200667215E+00  2.169292032886633E+04  1.007482146242598E+00  2.826329183794131E-02  7.696587003685493E-01
  8.243422257264081E-01  9.959608467498674E+00  2.159952558469829E+04  1.007499972951234E+00  2.825839578310313E-02  7.706558768274527E-01
  8.250576502656307E-01  9.959491307177602E+00  2.150616014048573E+04  1.007517845657583E+00  2.825344351531386E-02  7.716526900101983E-01
  8.257733896892593E-01  9.959374157778466E+00  2.141275933380111E+04  1.007535728134651E+00  2.824843151738727E-02  7.726498725410952E-01
  8.264890470059598E-01  9.959256565352506E+00  2.131938400991594E+04  1.007553658660263E+00  2.824336375235554E-02  7.736467309740346E-01
  8.272050842696879E-01  9.959139008418809E+00  2.122598057563487E+04  1.007571596113807E+00  2.823823746976985E-02  7.746438831177622E-01
  8.279212713735954E-01  9.959021084556845E+00  2.113256135908832E+04  1.007589577094034E+00  2.823305066787376E-02  7.756411618111348E-01
  8.286373552911760E-01  9.958903047395012E+00  2.103918606351308E+04  1.007607575816083E+00  2.822780383107236E-02  7.766379464379947E-01
  8.293536220775982E-01  9.958784738957023E+00  2.094578161047368E+04  1.007625607749449E+00  2.822249323216566E-02  7.776350133717549E-01
  8.300701201615912E-01  9.958666127452346E+00  2.085238673182742E+04  1.007643676960398E+00  2.821712144770081E-02  7.786319386115538E-01
  8.307867618987325E-01  9.958547452860437E+00  2.075896706313702E+04  1.007661762560095E+00  2.821168662851111E-02  7.796291151997271E-01
  8.315034782315470E-01  9.958428373286857E+00  2.066557359353395E+04  1.007679892420347E+00  2.820619235763833E-02  7.806259632433853E-01
  8.322205174464963E-01  9.958309321094751E+00  2.057214193971861E+04  1.007698031021971E+00  2.820063480820822E-02  7.816232142307267E-01
  8.329374550120885E-01  9.958189759982396E+00  2.047874486805274E+04  1.007716223584932E+00  2.819501908613285E-02  7.826200375939562E-01
  8.336548183383454E-01  9.958070281334336E+00  2.038530991585150E+04  1.007734419326332E+00  2.818934067045182E-02  7.836172647448243E-01
  8.343720212394559E-01  9.957950280951611E+00  2.029190593455892E+04  1.007752670681751E+00  2.818360457085978E-02  7.846141022598377E-01
  8.350896341349573E-01  9.957830318963978E+00  2.019847642395370E+04  1.007770928819158E+00  2.817780719794064E-02  7.856112064809728E-01
  8.358074846292027E-01  9.957709959726246E+00  2.010502004743943E+04  1.007789234163718E+00  2.817194904690944E-02  7.866085543248869E-01
  8.365251669966693E-01  9.957589483286807E+00  2.001161851973164E+04  1.007807555906757E+00  2.816603550237807E-02  7.876052906894879E-01
  8.372430608183389E-01  9.957468787941867E+00  1.991818816448165E+04  1.007825908528640E+00  2.816006158096102E-02  7.886023063084625E-01
  8.379613146539792E-01  9.957347822027945E+00  1.982475173452538E+04  1.007844295557843E+00  2.815402910294482E-02  7.895993527636649E-01
  8.386795695477098E-01  9.957226748924525E+00  1.973130814721030E+04  1.007862701837138E+00  2.814793819726169E-02  7.905964556508646E-01
  8.393980542639317E-01  9.957105218727882E+00  1.963787855373116E+04  1.007881158893223E+00  2.814179082835713E-02  7.915933555798889E-01
  8.401167299810625E-01  9.956983738655023E+00  1.954442241207592E+04  1.007899621734468E+00  2.813558445875933E-02  7.925905348903008E-01
  8.408354880136628E-01  9.956861796045340E+00  1.945099010298543E+04  1.007918135322703E+00  2.812931826235674E-02  7.935874053825153E-01
  8.415546348138085E-01  9.956739948404151E+00  1.935751670423940E+04  1.007936650516497E+00  2.812298591850288E-02  7.945847185944156E-01
  8.422735814145270E-01  9.956617377019214E+00  1.926409025412965E+04  1.007955240781369E+00  2.811659438317837E-02  7.955814504741793E-01
  8.429930458764723E-01  9.956495001376419E+00  1.917061625168650E+04  1.007973824301658E+00  2.811013683556845E-02  7.965787021457209E-01
  8.437123290440827E-01  9.956372052518651E+00  1.907718308115839E+04  1.007992467591970E+00  2.810362033398816E-02  7.975754534995196E-01
  8.444322232864120E-01  9.956249217046370E+00  1.898369618616673E+04  1.008011112978631E+00  2.809703806806903E-02  7.985727830654776E-01
  8.451518414784984E-01  9.956125871907862E+00  1.889025741346208E+04  1.008029811147602E+00  2.809039807349771E-02  7.995695395863024E-01
  8.458720165434258E-01  9.956002479505432E+00  1.879677506317781E+04  1.008048527031033E+00  2.808369379024114E-02  8.005667498363633E-01
  8.465920500642891E-01  9.955878605598388E+00  1.870331912222641E+04  1.008067294594578E+00  2.807693092551501E-02  8.015636229746438E-01
  8.473126092307606E-01  9.955754806774113E+00  1.860983173990024E+04  1.008086066369628E+00  2.807010521906193E-02  8.025608313592052E-01
  8.480329566621641E-01  9.955630479370633E+00  1.851637419946409E+04  1.008104894599496E+00  2.806322193903061E-02  8.035576601771685E-01
  8.487538740747244E-01  9.955506180039864E+00  1.842288353183828E+04  1.008123732082477E+00  2.805627637630651E-02  8.045548379656194E-01
  8.494746484836621E-01  9.955381412147460E+00  1.832941166862611E+04  1.008142620500174E+00  2.804927308839433E-02  8.055517611292108E-01
  8.501959475865564E-01  9.955256617403212E+00  1.823591541465073E+04  1.008161522678827E+00  2.804220885381418E-02  8.065489337156786E-01
  8.509172302746857E-01  9.955131393704324E+00  1.814241976994049E+04  1.008180474110892E+00  2.803508616549412E-02  8.075460506277996E-01
  8.516387911278888E-01  9.955006096380032E+00  1.804893332732531E+04  1.008199441046823E+00  2.802790581196339E-02  8.085430508440733E-01
  8.523603079379604E-01  9.954880457791127E+00  1.795545038324261E+04  1.008218448869597E+00  2.802066787801768E-02  8.095399723315221E-01
  8.530823499641695E-01  9.954754695070241E+00  1.786194732412433E+04  1.008237478634256E+00  2.801337088235361E-02  8.105370877077058E-01
  8.538043336639436E-01  9.954628550075100E+00  1.776844719955417E+04  1.008256553970832E+00  2.800601165458732E-02  8.115341275250600E-01
  8.545267046981396E-01  9.954502236959456E+00  1.767494621737804E+04  1.008275654123702E+00  2.799858831550580E-02  8.125311520750701E-01
  8.552490449008597E-01  9.954375658066990E+00  1.758144594855819E+04  1.008294788596741E+00  2.799110143677175E-02  8.135281360639719E-01
  8.559718636336561E-01  9.954248801411131E+00  1.748793294762519E+04  1.008313959419312E+00  2.798355029369679E-02  8.145252224885532E-01
  8.566945907011025E-01  9.954121725494780E+00  1.739442855088061E+04  1.008333159747334E+00  2.797593697031404E-02  8.155221872497347E-01
  8.574177864546164E-01  9.953994353953291E+00  1.730091355699581E+04  1.008352397915121E+00  2.796826030327194E-02  8.165192303773771E-01
