1.83005744565219E-08,0.9959785523
1.94028056851757E-08,0.9745308311
0.00000002,0.9504021448
2.04381764793295E-08,0.9115281501
2.07055393387782E-08,0.8753351206
2.13893483784525E-08,0.8337801609
2.20957404957802E-08,0.8002680965
2.35792818563532E-08,0.7587131367
2.35792818563532E-08,0.6849865952
2.46766375977495E-08,0.644772118
2.48375174011147E-08,0.5965147453
0.000000025,0.5415549598
2.46766375977495E-08,0.4785522788
2.56577867331067E-08,0.4450402145
0.000000026,0.4034852547
0.000000027,0.3579088472
2.72031378838346E-08,0.3042895442
2.73804892533772E-08,0.2211796247
2.75589968685123E-08,0.1890080429
2.86547493121644E-08,0.1742627346
2.88415644897411E-08,0.144772118
0.000000029,0.1072386059
2.94093495063046E-08,0.081769437
3.01838215006408E-08,0.0482573727
0.000000032,0.009383378
