0.000000000000000000e+00 1.001589125555426563e+01 9.263521612400704180e+04 9.984157072728566673e-01 4.448444685206501720e-05 0.000000000000000000e+00
2.693315314141361133e-02 1.001623902615835959e+01 9.313908747003872122e+04 9.983823619218211709e-01 1.582560542482680955e-03 9.998983039683844668e-04
3.806542888559297233e-02 1.001618439815380057e+01 9.305631830973322212e+04 9.983914294492374220e-01 2.235646098464840002e-03 1.996795289622582854e-03
4.661431960873974739e-02 1.001612991064697056e+01 9.297354625071861665e+04 9.984004846817479129e-01 2.736490569562041036e-03 2.993695088383946205e-03
5.382510132601860814e-02 1.001607517990382945e+01 9.289077503495410201e+04 9.984095659883901464e-01 3.158378113165838993e-03 3.990595647538947369e-03
6.018066991662290172e-02 1.001602055753619958e+01 9.280800159819450346e+04 9.984186382424532491e-01 3.529732269925688840e-03 4.987494536916194966e-03
6.592878865110222975e-02 1.001596585144364049e+01 9.272522822444829217e+04 9.984277206174505537e-01 3.865146346187456165e-03 5.984385759835958961e-03
7.121673910921516581e-02 1.001591112340840972e+01 9.264245349081973836e+04 9.984368069684239622e-01 4.173298392894985408e-03 6.981279448895118950e-03
7.614047086793875041e-02 1.001585635794413953e+01 9.255967737409021356e+04 9.984458988603404084e-01 4.459842041986689619e-03 7.978177614652918331e-03
8.076661883376480555e-02 1.001580154162689063e+01 9.247690001739159925e+04 9.984549976393718440e-01 4.728708882382679814e-03 8.975080017534194446e-03
8.514369789025520718e-02 1.001574674603116932e+01 9.239412101783562684e+04 9.984640961274131588e-01 4.982756963497507983e-03 9.971983511126507674e-03
8.930829309900807644e-02 1.001569184395014922e+01 9.231134270033295616e+04 9.984732069852657599e-01 5.224150355080918115e-03 1.096887429217567080e-02
9.328895097858984353e-02 1.001563693519502962e+01 9.222856209596566623e+04 9.984823203456973939e-01 5.454570905559186396e-03 1.196577691771463087e-02
9.710821103736476390e-02 1.001558199127913085e+01 9.214578134111866530e+04 9.984914389604349072e-01 5.675351355607459632e-03 1.296266889272464085e-02
1.007844527524197065e-01 1.001552702836547937e+01 9.206299965450371383e+04 9.985005612815268661e-01 5.887578921053071568e-03 1.395955788342967928e-02
1.043328658732736031e-01 1.001547203507690931e+01 9.198021544639160857e+04 9.985096884982381793e-01 6.092151278933480990e-03 1.495646412358016958e-02
1.077660243969385950e-01 1.001541699688455012e+01 9.189743018599796051e+04 9.985188219954284072e-01 6.289811592702232966e-03 1.595337152447350026e-02
1.110945649600721952e-01 1.001536193437699040e+01 9.181464495193824405e+04 9.985279596797298485e-01 6.481189866550166739e-03 1.695026498389905906e-02
1.143276812767287931e-01 1.001530684428182916e+01 9.173185834147981950e+04 9.985371019387168090e-01 6.666830233474135316e-03 1.794716164100342015e-02
1.174732417690371039e-01 1.001525171148263915e+01 9.164907102404050238e+04 9.985462502473726465e-01 6.847198274666477583e-03 1.894405507035860914e-02
1.205381284643426004e-01 1.001519652089285017e+01 9.156628286785991804e+04 9.985554061060395448e-01 7.022701106545678647e-03 1.994094838991208873e-02
1.235283323710393011e-01 1.001514131335171065e+01 9.148349339727952611e+04 9.985645654794101933e-01 7.193694942580652028e-03 2.093784297867963898e-02
1.264491358196463133e-01 1.001508605522911033e+01 9.140070338162832195e+04 9.985737316869308655e-01 7.360492578534202045e-03 2.193473316764482997e-02
1.293053291658368131e-01 1.001503078796815949e+01 9.131790993732353672e+04 9.985829007531540347e-01 7.523378123740581853e-03 2.293164915516874083e-02
1.321009618862291068e-01 1.001497549463259951e+01 9.123511746537248837e+04 9.985920741528812039e-01 7.682592547229637713e-03 2.392853999468718892e-02
1.348398839537922056e-01 1.001492015393110968e+01 9.115232359243732935e+04 9.986012541001627607e-01 7.838364511520931957e-03 2.492543627323984962e-02
1.375255017691374981e-01 1.001486478530480007e+01 9.106952759844232060e+04 9.986104387055750875e-01 7.990896807638351099e-03 2.592234459762856116e-02
1.401607962487740056e-01 1.001480938435948964e+01 9.098673217292755726e+04 9.986196283238121252e-01 8.140366332906563002e-03 2.691923326854738993e-02
1.427486782676062882e-01 1.001475396875487078e+01 9.090393356172132189e+04 9.986288212714328205e-01 8.286944252012035453e-03 2.791614529643812043e-02
1.452916480728735082e-01 1.001469845399888925e+01 9.082113421964721056e+04 9.986380259181083519e-01 8.430778849527795216e-03 2.891305999609953062e-02
1.477918857465614910e-01 1.001464297289133931e+01 9.073833690371234843e+04 9.986472289083989651e-01 8.572001843583082828e-03 2.990993074784150871e-02
1.502516488930364102e-01 1.001458736359414026e+01 9.065553871668470674e+04 9.986564465673357649e-01 8.710747865225571332e-03 3.090680880623640145e-02
1.526729323341365074e-01 1.001453178961812007e+01 9.057273701492219698e+04 9.986656625533180121e-01 8.847135559461429336e-03 3.190370896870534795e-02
1.550575160948148012e-01 1.001447618865899969e+01 9.048993309411841619e+04 9.986748831954922467e-01 8.981271089237708241e-03 3.290062228371037206e-02
1.574070093313499896e-01 1.001442053505608953e+01 9.040712924121253309e+04 9.986841108525545962e-01 9.113249722650087689e-03 3.389752383521733858e-02
1.597229694486304030e-01 1.001436486326493025e+01 9.032432487922055589e+04 9.986933421559330837e-01 9.243164451090801759e-03 3.489441704722950205e-02
1.620068999237536111e-01 1.001430916662861925e+01 9.024151765999679628e+04 9.987025778742274484e-01 9.371104931444267094e-03 3.589133070576983747e-02
1.642600773719961049e-01 1.001425342067281932e+01 9.015871072736207861e+04 9.987118202639008180e-01 9.497146701006630928e-03 3.688822958017878850e-02
1.664837489225005907e-01 1.001419761872138992e+01 9.007590463880400057e+04 9.987210699872559605e-01 9.621363808908661372e-03 3.788510766450960826e-02
1.686791334876563131e-01 1.001414177636014990e+01 8.999309641756102792e+04 9.987303256475119628e-01 9.743830340108609878e-03 3.888199904553227282e-02
1.708473293116687941e-01 1.001408589078345912e+01 8.991028578295484476e+04 9.987395875085428587e-01 9.864612079499825159e-03 3.987890732064962307e-02
1.729892633414555903e-01 1.001403001024636019e+01 8.982747610662678198e+04 9.987488506883938078e-01 9.983764616687278506e-03 4.087578738287536706e-02
1.751060711015509919e-01 1.001397410376561936e+01 8.974466081424485310e+04 9.987581185464370348e-01 1.010135453568477941e-02 4.187272097940993032e-02
1.771984078866029877e-01 1.001391815148883957e+01 8.966184984874109796e+04 9.987673924946280923e-01 1.021742234080653955e-02 4.286959090560629737e-02
1.792673635734322035e-01 1.001386215464371965e+01 8.957903379756232607e+04 9.987766729920720676e-01 1.033203236704672949e-02 4.386650985963323757e-02
1.813135873193640057e-01 1.001380614038347083e+01 8.949621860647035646e+04 9.987859570131117914e-01 1.044522434206994997e-02 4.486340394215569682e-02
1.833379644934962083e-01 1.001375005299487952e+01 8.941340093761881872e+04 9.987952501806744987e-01 1.055704916075612954e-02 4.586031845967074999e-02
1.853410992620053988e-01 1.001369394323588047e+01 8.933058480063780735e+04 9.988045473636962823e-01 1.066754406007103077e-02 4.685720054725255046e-02
1.873237664962753013e-01 1.001363778738413934e+01 8.924776568613770360e+04 9.988138510839229545e-01 1.077675626236095953e-02 4.785410644015052756e-02
1.892865029928967047e-01 1.001358159480131071e+01 8.916494805753589026e+04 9.988231602162909173e-01 1.088471857039603925e-02 4.885098177884247828e-02
1.912300474212398071e-01 1.001352540625915033e+01 8.908212624392431462e+04 9.988324710188637434e-01 1.099147390061288969e-02 4.984789055943451841e-02
1.931549428288744930e-01 1.001346917883753029e+01 8.899930211575278372e+04 9.988417876568270737e-01 1.109705511792313977e-02 5.084481449971314793e-02
1.950616394179547075e-01 1.001341289088689912e+01 8.891648027059655578e+04 9.988511119529308591e-01 1.120149002408755978e-02 5.184170048929005736e-02
1.969507637294994062e-01 1.001335661470685956e+01 8.883365586265074671e+04 9.988604371020352035e-01 1.130481568507243038e-02 5.283859979459706868e-02
1.988228060712043943e-01 1.001330027008673085e+01 8.875082990406121826e+04 9.988697709803113778e-01 1.140706201199013017e-02 5.383550787574350321e-02
2.006782517420196976e-01 1.001324385369433045e+01 8.866800452943942219e+04 9.988791137454201552e-01 1.150825533206582992e-02 5.483239937983627049e-02
2.025175469018007934e-01 1.001318742793156957e+01 8.858517793493995850e+04 9.988884593849297611e-01 1.160842478603671922e-02 5.582929008713888308e-02
2.043411499016865029e-01 1.001313094283860927e+01 8.850234921963271336e+04 9.988978128157032232e-01 1.170759837513041940e-02 5.682619539791081142e-02
2.061494008234142916e-01 1.001307444538510083e+01 8.841952160121673660e+04 9.989071693350869419e-01 1.180579707307708066e-02 5.782307245393458750e-02
2.079428555003589030e-01 1.001301794523453026e+01 8.833668775016722793e+04 9.989165283005583262e-01 1.190305297408142046e-02 5.882000806497301310e-02
2.097217081562300078e-01 1.001296137919399953e+01 8.825385676589945797e+04 9.989258954935240631e-01 1.199937876508633955e-02 5.981689912943571191e-02
2.114864210845587011e-01 1.001290479300594960e+01 8.817102388981712284e+04 9.989352666396074110e-01 1.209480173480570984e-02 6.081379838823162964e-02
2.132373735228851874e-01 1.001284819449788088e+01 8.808818771701055812e+04 9.989446410743081373e-01 1.218934469528201031e-02 6.181072198079848312e-02
2.149748268751341951e-01 1.001279149846481964e+01 8.800535320398301701e+04 9.989540269130969818e-01 1.228302338517426977e-02 6.280761830408236601e-02
2.166991729454229021e-01 1.001273477288916069e+01 8.792251822766737314e+04 9.989634175703900887e-01 1.237585921387041044e-02 6.380450653462700628e-02
2.184107491740414908e-01 1.001267803279164070e+01 8.783967943289660616e+04 9.989728117720911849e-01 1.246787466352211951e-02 6.480142551606621337e-02
2.201096945139716099e-01 1.001262120251798926e+01 8.775684507581734215e+04 9.989822164788696446e-01 1.255907961319121038e-02 6.579828314331344352e-02
2.217965100434511894e-01 1.001256441177356038e+01 8.767400390935024188e+04 9.989916195996781934e-01 1.264950261360696035e-02 6.679520247061207505e-02
2.234713630339147106e-01 1.001250760068514012e+01 8.759116162139688095e+04 9.990010266678619466e-01 1.273915491288168077e-02 6.779212072848732340e-02
2.251344210074089081e-01 1.001245067097073083e+01 8.750832375281681016e+04 9.990104470653439206e-01 1.282804728600541073e-02 6.878898031728906959e-02
2.267861833281867023e-01 1.001239379573505950e+01 8.742547712763557502e+04 9.990198644943298900e-01 1.291620723995776966e-02 6.978592361993686544e-02
2.284267020478784882e-01 1.001233686981663062e+01 8.734263216732030560e+04 9.990292887452287829e-01 1.300363984411036927e-02 7.078283520385676708e-02
2.300562260625443056e-01 1.001227979120037048e+01 8.725979158497226308e+04 9.990387296166191033e-01 1.309035792386758004e-02 7.177969149085740297e-02
2.316751940759123884e-01 1.001222279076977983e+01 8.717694218351166637e+04 9.990481652832852166e-01 1.317638712356719068e-02 7.277663023041336388e-02
2.332835733217382967e-01 1.001216569404014045e+01 8.709409720348617702e+04 9.990576121040080082e-01 1.326172902498063029e-02 7.377350816111756526e-02
2.348817029637544906e-01 1.001210851607222985e+01 8.701125017220302834e+04 9.990670687280409634e-01 1.334640332601245982e-02 7.477040122777658948e-02
2.364698834506215874e-01 1.001205150479485084e+01 8.692839478988852352e+04 9.990765118298667868e-01 1.343042687340838086e-02 7.576736382071987130e-02
2.380480777913409063e-01 1.001199428086085952e+01 8.684554569467795955e+04 9.990859778180708473e-01 1.351380073724963923e-02 7.676425368727832210e-02
2.396165835676571931e-01 1.001193699116996960e+01 8.676269656379851222e+04 9.990954510224326901e-01 1.359654176782684049e-02 7.776113225361931669e-02
2.411758400039460126e-01 1.001188010061217071e+01 8.667983129983060644e+04 9.991048869378507113e-01 1.367867326784360030e-02 7.875815241236759634e-02
2.427254172612383076e-01 1.001182290943853026e+01 8.659698772134435421e+04 9.991143548165257737e-01 1.376017511680491939e-02 7.975492404069063623e-02
2.442661083583529957e-01 1.001176532903427052e+01 8.651413559890555916e+04 9.991238633242421896e-01 1.384108806343978954e-02 8.075181509913360867e-02
2.457986053796283876e-01 1.001170781423176948e+01 8.643124124932177074e+04 9.991333690878428930e-01 1.392145073390706027e-02 8.174918939152388264e-02
2.473216999887618006e-01 1.001165039650230071e+01 8.634837857531102782e+04 9.991428656937517694e-01 1.400120184067222065e-02 8.274615970163916312e-02
2.488352795237374904e-01 1.001159308751386057e+01 8.626556303633749485e+04 9.991523512966902221e-01 1.408033728853842065e-02 8.374254004483512592e-02
2.503411399940170257e-01 1.001153585280735925e+01 8.618270541630126536e+04 9.991618332927888479e-01 1.415895180149319942e-02 8.473940138449678749e-02
2.518389692439778060e-01 1.001147832385801983e+01 8.609983278992166743e+04 9.991713467896967682e-01 1.423703184037302012e-02 8.573645094951717893e-02
2.533282322742232973e-01 1.001142040408769063e+01 8.601698340413000551e+04 9.991809012055883343e-01 1.431455172780063054e-02 8.673324021504269510e-02
2.548096977903577809e-01 1.001136289908425958e+01 8.593411790587488213e+04 9.991904169705733141e-01 1.439154991874480073e-02 8.773017045843675699e-02
2.562834115972397186e-01 1.001130533107654941e+01 8.585124775550648337e+04 9.991999396552898594e-01 1.446802824251625964e-02 8.872714409065246555e-02
2.577491049379386778e-01 1.001124751115441036e+01 8.576839421324625437e+04 9.992094885633404644e-01 1.454397741644145037e-02 8.972392377098242777e-02
2.592074427087953103e-01 1.001118986805498956e+01 8.568552422923014092e+04 9.992190235381034347e-01 1.461943219188648925e-02 9.072086971426909785e-02
2.606582668830385030e-01 1.001113215204435036e+01 8.560265520830778405e+04 9.992285673419282199e-01 1.469438555554502916e-02 9.171779359233359075e-02
2.621016569246473749e-01 1.001107432045358969e+01 8.551978993457248725e+04 9.992381242573674660e-01 1.476884295985731940e-02 9.271466574805198313e-02
2.635379399416116764e-01 1.001101660836959084e+01 8.543691528510312492e+04 9.992476720600003137e-01 1.484282170514465010e-02 9.371162409744905608e-02
2.649669770092368259e-01 1.001095873994013985e+01 8.535404743036991567e+04 9.992572367311913784e-01 1.491631696788417970e-02 9.470849744975672058e-02
2.663890586752218903e-01 1.001090082980270068e+01 8.527117554101029236e+04 9.992668076890283135e-01 1.498934453811512010e-02 9.570540612280263593e-02
2.678043451894686067e-01 1.001084295883546993e+01 8.518829887543094810e+04 9.992763770612477225e-01 1.506191131171064936e-02 9.670235242297361977e-02
2.692127664548291111e-01 1.001078491880950949e+01 8.510542897864492261e+04 9.992859646058119827e-01 1.513401568833775031e-02 9.769921492522926076e-02
2.706145746661640095e-01 1.001072688374557984e+01 8.502255436836130684e+04 9.992955539001316945e-01 1.520567285506311053e-02 9.869611702310104873e-02
2.720098408576414051e-01 1.001066889133288029e+01 8.493967669381787709e+04 9.993051411919985361e-01 1.527688750013667975e-02 9.969303597644385562e-02
2.733986118507417129e-01 1.001061079487029915e+01 8.485679978396552906e+04 9.993147405975819630e-01 1.534766377191104994e-02 1.006899376779945982e-01
2.747810831861853265e-01 1.001055271897971011e+01 8.477391715348904836e+04 9.993243403535100322e-01 1.541801232415107928e-02 1.016868898731674992e-01
2.761572019190310923e-01 1.001049458755830912e+01 8.469103801456741348e+04 9.993339473112511362e-01 1.548793200594343958e-02 1.026837882120460038e-01
2.775271391514804731e-01 1.001043638500518007e+01 8.460815771526821482e+04 9.993435633072730306e-01 1.555743198156793981e-02 1.036806896914422016e-01
2.788910668225095812e-01 1.001037818225496068e+01 8.452527252752856293e+04 9.993531816350029739e-01 1.562651988679180856e-02 1.046776333542586979e-01
2.802489433892085269e-01 1.001031986411446972e+01 8.444239327642443823e+04 9.993628128961338231e-01 1.569519321103313853e-02 1.056744985251614061e-01
2.816009184336680793e-01 1.001026151016517929e+01 8.435951250309201714e+04 9.993724497767713100e-01 1.576346299796237138e-02 1.066713682930267998e-01
2.829471334612386202e-01 1.001020320410328068e+01 8.427662626824987819e+04 9.993820842687258788e-01 1.583133713918269056e-02 1.076682832694168951e-01
2.842875826470698808e-01 1.001014481424173930e+01 8.419374053753943008e+04 9.993917289402955983e-01 1.589881694329473016e-02 1.086651822954965013e-01
2.856224502548441180e-01 1.001008641765728946e+01 8.411084847229367006e+04 9.994013766282214828e-01 1.596591243834625043e-02 1.096621412760326042e-01
2.869517039053480767e-01 1.001002799371856078e+01 8.402795701156056020e+04 9.994110289842431660e-01 1.603262314519188908e-02 1.106590787020195060e-01
2.882753511196705087e-01 1.000996949237222999e+01 8.394507070718213799e+04 9.994206906974841820e-01 1.609895070908292855e-02 1.116559439161314005e-01
2.895936558332212751e-01 1.000991097712160993e+01 8.386217820205439057e+04 9.994303561792919899e-01 1.616490847248413035e-02 1.126528680473418975e-01
2.909066973743266726e-01 1.000985236198117967e+01 8.377928368743127794e+04 9.994400334064461600e-01 1.623049833916517110e-02 1.136498072832854006e-01
2.922143110926084253e-01 1.000979370062501950e+01 8.369639757994102547e+04 9.994497168561188305e-01 1.629571636384425856e-02 1.146466329494594955e-01
2.935168513237986221e-01 1.000973506955144998e+01 8.361350153528594819e+04 9.994593999128773554e-01 1.636058082236618166e-02 1.156435588395644948e-01
2.948142062280870723e-01 1.000967637328441917e+01 8.353060733600491949e+04 9.994690912588585219e-01 1.642508713781657900e-02 1.166404511105516989e-01
2.961065081846199765e-01 1.000961766614105919e+01 8.344771055858529871e+04 9.994787858497761190e-01 1.648924173217561004e-02 1.176373586188284026e-01
2.973938509888541248e-01 1.000955893700480992e+01 8.336480936454910261e+04 9.994884848657608067e-01 1.655305026197138873e-02 1.186343042145377030e-01
2.986761845198718235e-01 1.000950013743374001e+01 8.328191129380407801e+04 9.994981926505925873e-01 1.661651140808459090e-02 1.196312012106488937e-01
2.999536823704465061e-01 1.000944131172563978e+01 8.319900930891350436e+04 9.995079052632456218e-01 1.667963425012866999e-02 1.206281305735897036e-01
3.012263965484360262e-01 1.000938237679793019e+01 8.311610988465099945e+04 9.995176305348015822e-01 1.674241841129438940e-02 1.216250209322942977e-01
3.024943341007714226e-01 1.000932342212995962e+01 8.303321107605610450e+04 9.995273595779652354e-01 1.680486861615955105e-02 1.226218887393096951e-01
3.037576122003028956e-01 1.000926448915934053e+01 8.295030887849463033e+04 9.995370888374214280e-01 1.686699138946325116e-02 1.236187791248244960e-01
3.050163105459655077e-01 1.000920546469681049e+01 8.286740224315966771e+04 9.995468295263451042e-01 1.692879197093221169e-02 1.246157130226508009e-01
3.062704406544927149e-01 1.000914643233818069e+01 8.278449368360213703e+04 9.995565728751728551e-01 1.699027151640792113e-02 1.256126538506401047e-01
3.075200138490226109e-01 1.000908737801029069e+01 8.270158617436075292e+04 9.995663205052276457e-01 1.705143154137129038e-02 1.266095673106137909e-01
3.087651080124486080e-01 1.000902825941474994e+01 8.261867825627062120e+04 9.995760764754347827e-01 1.711227690669112067e-02 1.276064738092556050e-01
3.100058560565145949e-01 1.000896912657426974e+01 8.253576464994168782e+04 9.995858362162542976e-01 1.717281455022822909e-02 1.286034329606997872e-01
3.112422172059640113e-01 1.000890989294856048e+01 8.245285797396393900e+04 9.995956075066874114e-01 1.723303928113817038e-02 1.296002998494626968e-01
